"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","RIM / CORE (INCLUSION)","HOSTMINERAL (INCLUSION)","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","V2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","SI(WT%)","AL(WT%)","TI(WT%)","FE(WT%)","MG(WT%)","MN(WT%)","K(WT%)","CR(WT%)","LI(PPM)","BE(PPM)","P(PPM)","S(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM): altern. values or methods","","","","CR(PPM): altern. values or methods","","","","CO(PPM): altern. values or methods","","","","NI(PPM): altern. values or methods","","","","CU(PPM)","ZN(PPM)","GA(PPM)","AS(PPM)","SE(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","MO(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB206(PPM)","BI(PPM)","TH(PPM)","U(PPM)",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.078","","","21.9","48.8",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","","","67.5","134",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.94","","","293.1","412.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51","","","49.4","81.9",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.54","","","33.4","92.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.99","","","90","146.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.34","","","43.3","69.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.45","","","70.6","114.3",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.09","","","125.2","170.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.33","","","83.4","163.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.653","","","17","46.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.32","","","67.3","114",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.53","","","35.19","70.8",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","","","254","396",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","","","95.1","148",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96","","","26.3","70.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.72","","","116.9","171.9",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.63","","","134.2","194.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.18","","","32.2","78.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.08","","","52.7","88",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.01","","","131.9","259.9",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.55","","","39.9","83.5",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84","","","22.8","74.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.96","","","66.3","123.3",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97","","","16.27","54.5",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","","","134.2","235.1",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","","134.2","200.5",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","","","69.7","172.5",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.76","","","109.1","167.7",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.36","","","66.6","144.6",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.54","","","105","161",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.47","","","37.4","81.4",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.78","","","36.42","76.7",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.37","","","107.2","173.8",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 402.2","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-75","-112.88","-75","-112.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19","","","55.4","99.2",
"2018"," [22378] NELSON D. A. (2018)","samp. MB 403.3","","ANTARCTICA / WEST ANTARCTIC RIFT SYSTEM / ELLSWORTH MOUNTAINS","","","OUTCROP","","","SUBAERIAL","PLUTONIC ROCK","DIORITE, QUARTZ","","","","","PALEOZOIC","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","","","","PRIMARY","","","","","-74.96","-113.52","-74.96","-113.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.69","","","63.1","136.4",
